"combination","training_type","location","equipment","focus","current_notice","decision","reason","proposed_correction","applied_correction"
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand","strength","place_home_no_equipment","bodyweight","upper / forearm_hand","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_complete","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / forearm_complete","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_flexors","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / forearm_flexors","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_extensors","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / forearm_extensors","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>pronators","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / pronators","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>supinators","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / supinators","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>wrist","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / wrist","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>fingers","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / fingers","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>support_grip","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / support_grip","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>pinch_grip","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / pinch_grip","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>general_grip","strength","place_home_no_equipment","bodyweight","upper / forearm_hand / general_grip","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core","strength","place_home_no_equipment","bodyweight","core","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>abdominal","strength","place_home_no_equipment","bodyweight","core / abdominal","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>obliques","strength","place_home_no_equipment","bodyweight","core / obliques","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>transverse_abs","strength","place_home_no_equipment","bodyweight","core / transverse_abs","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>low_back","strength","place_home_no_equipment","bodyweight","core / low_back","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>core_stability","strength","place_home_no_equipment","bodyweight","core / core_stability","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>anti_rotation","strength","place_home_no_equipment","bodyweight","core / anti_rotation","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>anti_extension","strength","place_home_no_equipment","bodyweight","core / anti_extension","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_no_equipment>bodyweight>core>anti_lateral_flexion","strength","place_home_no_equipment","bodyweight","core / anti_lateral_flexion","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_equipped>bodyweight>full_body","strength","place_home_equipped","bodyweight","full_body","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_equipped>floor>full_body","strength","place_home_equipped","floor","full_body","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_equipped>wall>full_body","strength","place_home_equipped","wall","full_body","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_equipped>bodyweight>upper>neck>neck_complete","strength","place_home_equipped","bodyweight","upper / neck / neck_complete","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
"strength>place_home_equipped>bodyweight>upper>neck>anterior_neck","strength","place_home_equipped","bodyweight","upper / neck / anterior_neck","Os filtros atuais estão demasiado restritos. Limpa filtros ou usa uma categoria geral relacionada.","KEEP_WITH_NOTICE","Caminho válido sem conteúdo específico, coberto por aviso explícito.","Manter visível apenas com aviso específico aprovado.","Aviso específico e decisão explícita registados em v0.9.7."
